intitule,adresse,codepostal,ville,telephone,latitude,longitude,
Tribunal Administratif de Nice,33 Boulevard Franck Pilatte BP 4179 ,6359,NICE CEDEX 4,+33 4 92 04 13 13,43.69091,7.293594,
Tribunal du Travail de Raïatéa,Tribunal du Travail BP 38 ,98735,UTUROA,+689 66 32 08,-16.7328701,-151.4420882,
Tribunal Administratif de Dijon,22 Rue d'Assas  ,21000,DIJON,+33 3 80 73 91 00,47.3243645,5.0436263,
Tribunal Administratif de Caen,3-5 Rue Arthur Leduc BP 25086 ,14050,CAEN CEDEX 4,+33 2 31 70 72 72,49.180561,-0.370968,
Tribunal Administratif de Bastia,Villa Montepiano  ,20407,BASTIA CEDEX,+33 4 95 32 88 66,42.7021365,9.4507475,
Tribunal Administratif de Besançon,30 Rue Charles Nodier  ,25000,BESANCON,+33 3 81 82 60 00,47.2318989,6.0255037,
Tribunal Administratif de Toulouse,68 Rue Raymond IV BP 7007 ,31068,TOULOUSE CEDEX 7,+33 5 62 73 57 57,43.610952,1.449127,
Tribunal administratif de Nimes,16 avenue Feuchères CS88010 ,30941,NIMES CEDEX 9,+33 4 66 27 37 00,43.83459,4.3608637,
Tribunal Administratif de Montpellier,6 Rue Pitot  ,34063,MONTPELLIER CEDEX 2,+33 4 67 54 81 00,43.6119942,3.8712713,
Tribunal Administratif de Bordeaux,9 Rue Tastet BP 947 ,33063,BORDEAUX CEDEX,+33 5 56 99 38 00,44.83543,-0.581257,
Tribunal pour Enfants de Valence,Place du Palais de Justice B.P. 2113 ,26021,VALENCE CEDEX,+33 4 75 75 49 49,44.930308,4.927628,
Tribunal pour Enfants de Nice,3 Place du Palais   Palais Rusca  ,6357,NICE CEDEX 4,+33 4 92 17 30 00,43.709165,7.270946,
Tribunal pour Enfants de Chartres,6 Rue du Palais de Justice  ,28019,CHARTRES CEDEX,+33 2 37 18 77 54,48.4490898,1.486686,
Tribunal pour Enfants d'Evreux,Palais de Justice 30 Rue Joséphine ,27022,EVREUX CEDEX,+33 2 32 29 55 00,49.023877,1.15966,
Tribunal pour Enfants de Quimper,48 A quai de l'Odet  ,29327,QUIMPER CEDEX,+33 2 98 82 88 06,47.992566,-4.108723,
Tribunal pour Enfants de Brest,32 Rue de Denver  ,29601,BREST CEDEX 2,+33 2 98 44 66 44,48.3843442,-4.485484,
Tribunal pour Enfants de Bastia,Rond Point de Moro Giafferi  ,20407,BASTIA CEDEX,+33 4 95 55 23 61,42.7021365,9.4507475,
Bureau d'aide aux victimes de Châteauroux,Place Lucien Germereau B.P. 577 ,36019,CHATEAUROUX CEDEX,,46.8090392,1.6935539,
Tribunal pour Enfants de Toulouse,2 allées Jules Guesde BP 7015 ,31068,TOULOUSE CEDEX 7,+33 5 34 31 79 80,43.593022,1.444409,
Tribunal pour Enfants de Nîmes,Nouveau Palais de Justice Boulevard des Arènes ,30000,NIMES,+33 4 66 76 47 00,43.8343479,4.3590266,
Tribunal pour Enfants de Béziers,1 Place de la Révolution C.S. 604 ,34535,BEZIERS CEDEX,+33 4 67 49 60 04,43.3416465,3.2107551,
Tribunal pour Enfants d'Auch,Rue Victor Hugo  ,32008,AUCH CEDEX,+33 5 62 61 67 00,43.6528478,0.5729357,
Tribunal pour Enfants de Rennes,Cité Judiciaire 7 Rue Pierre Abélard   B.P. 3125 ,35031,RENNES CEDEX,+33 2 99 65 37 37,48.1117611,-1.6802654,
Tribunal pour Enfants de Montpellier,Place Pierre Flotte  ,34040,MONTPELLIER CEDEX 1,+33 4 67 12 61 51,43.6104379,3.868906,
Tribunal pour Enfants de Châteauroux,Place Lucien Germereau B.P. 577 ,36019,CHATEAUROUX CEDEX,+33 2 54 60 35 25,46.8090392,1.6935539,
Tribunal pour Enfants de Saint-Malo,18 Avenue Jean Jaurès  ,35400,ST MALO,+33 2 99 56 74 55,48.6483603,-2.0060383,
Tribunal pour Enfants de Dax,Rue des Fusillés B.P. 355 ,40107,DAX CEDEX,+33 5 58 56 88 20,43.709466,-1.051532,
Tribunal pour Enfants de Grenoble,Place Firmin Gautier B.P. 100 ,38019,GRENOBLE CEDEX 1,+33 4 38 21 22 21,45.1908688,5.71143,
Tribunal pour Enfants de Cahors,Boulevard Léon Gambetta B.P. 289 ,46010,CAHORS CEDEX 9,+33 5 65 23 46 50,44.450094,1.440018,
Tribunal pour Enfants de Roanne,2 Rue Bayard B.P. 1279 ,42328,ROANNE CEDEX,+33 4 77 72 71 72,46.0373279,4.0682927,
Tribunal pour Enfants de Mende,Boulevard Henri Bourillon  ,48000,MENDE,+33 4 66 65 28 11,44.516188,3.49822,
Tribunal pour Enfants d'Agen,Place Armand Fallières  ,47916,AGEN CEDEX 9,+33 5 53 77 95 00,44.2007546,0.6172994,
Tribunal pour Enfants de Cherbourg,15 Rue des Tribunaux B.P. 740 ,50107,CHERBOURG OCTEVILLE CEDEX,+33 2 33 01 61 61,49.638055,-1.62321,
Tribunal pour Enfants d'Angers,Palais de Justice Rue Waldeck Rousseau ,49043,ANGERS CEDEX 01,+33 2 41 20 51 00,47.4712741,-0.5440579,
Tribunal pour Enfants de Reims,Place Myron Herrick  ,51095,REIMS CEDEX,+33 3 26 49 53 53,49.2545811,4.0317319,
Tribunal pour Enfants de Coutances,Rue du Palais de Justice B.P. 719 ,50207,COUTANCES CEDEX,+33 2 33 76 68 23,49.049118,-1.442756,
Tribunal pour Enfants de Metz,Rue Haute Pierre B.P. 41045 ,57036,METZ CEDEX 01,+33 3 87 56 75 00,49.1170563,6.1714563,
Tribunal pour Enfants de Chaumont,Rue du Palais B.P. 2061 ,52903,CHAUMONT CEDEX 9,+33 3 25 32 84 20,48.112727,5.136812,
Tribunal pour Enfants de Bayonne,Avenue de la Légion Tchèque  ,64100,BAYONNE,+33 5 59 44 54 42,43.4928709,-1.4881017,
Tribunal pour Enfants de Clermont-Ferrand,Palais de Justice 16 Place de l'Etoile ,63033,CLERMONT FERRAND CEDEX 1,+33 4 73 31 77 00,45.779422,3.080691,
Tribunal pour Enfants de Tarbes,Rue du Maréchal Foch  ,65000,TARBES,+33 5 62 51 77 00,43.231872,0.076531,
Tribunal pour Enfants de Pau,Place de la Libération  ,64034,PAU CEDEX,+33 5 59 82 46 00,43.2976804,-0.3712257,
Tribunal de Commerce de Blois,15 Rue du Père Brottier B.P. 1818 ,41018,BLOIS CEDEX,+33 2 54 56 26 35,47.5897954,1.3359043,
Tribunal de Commerce de Dax,Villa Gishia 55 Avenue Victor Hugo ,40100,DAX,+33 5 58 90 06 84,43.7028078,-1.0530737,
Tribunal de Commerce de Cahors,Boulevard Léon Gambetta B.P. 247 ,46010,CAHORS CEDEX 9,+33 5 65 22 62 23,44.4470469,1.4405283,
Tribunal de Commerce du Puy-en-Vélay,4 avenue de la Dentelle  ,43000,LE PUY EN VELAY,+33 4 71 09 00 78,45.0416412,3.8885669,
Tribunal de commerce de Mende,Boulevard Henri Bourillon  ,48000,MENDE,+33 4 66 65 28 11,44.516188,3.49822,
Tribunal de Commerce d'Agen,Résidence Armand Fallières 14 Rue Diderot   B.P. 22 ,47000,AGEN,+33 5 53 66 74 14,44.2007546,0.6172994,
Tribunal de Commerce de Châlons-en-Champagne,Rue Perrot d'Ablancourt  ,51000,CHALONS EN CHAMPAGNE,+33 3 26 68 48 60,48.9591414,4.362875,
Tribunal de Commerce de Nevers,19 rue St Martin BP 58 ,58020,NEVERS CEDEX,+33 3 86 61 06 71,46.989291,3.159357,
Tribunal de Commerce de Briey,Avenue du Maréchal Foch B.P. 83 ,54153,BRIEY CEDEX,+33 3 82 46 15 04,49.2488656,5.9399293,
Tribunal de Commerce de Roubaix-Toucoing,51 Rue du Capitaine Aubert  ,59070,ROUBAIX CEDEX 1,+33 3 20 70 77 78,50.6994253,3.1566873,
Tribunal de Commerce de Douai,66 Rue Saint-Julien B.P. 829 ,59508,DOUAI CEDEX,+33 3 27 96 17 43,50.3716204,3.0767134,
Tribunal de Commerce de Compiègne,2 rue du Dahomey BP 90759 ,60207,COMPIEGNE CEDEX,+33 3 44 38 51 51,49.417842,2.829047,
Tribunal de Commerce de Valenciennes,Palais Consulaire 5 Place du Commerce ,59326,VALENCIENNES CEDEX,+33 3 27 46 34 78,50.3881751,3.4830821,
Tribunal de Commerce de Clermont-Ferrand,Palais de Justice 16 Place de l'Etoile ,63005,CLERMONT FERRAND CEDEX 1,+33 4 73 31 79 70,45.779422,3.080691,
Tribunal de Commerce d'Alençon,6 Rue du Bercail  ,61000,ALENCON,+33 2 33 26 08 77,48.4308425,0.0868795,
Tribunal de Commerce de Tarbes,Palais de Justice Square Maurice Trélut ,65013,TARBES CEDEX 9,+33 5 62 51 77 77,43.2328643,0.0741208,
Tribunal de Commerce de Bayonne,1 Av. Marie Anne de Neubourg  ,64100,BAYONNE,+33 5 59 46 33 00,43.4935237,-1.4847699,
Tribunal de Commerce de Mâcon,Palais de Justice 8 Rue de la Préfecture ,71017,MACON CEDEX,+33 3 85 38 04 85,46.3076337,4.8326325,
Tribunal de Commerce de Vesoul-Gray,20 Rue Didon B.P. 473 ,70007,VESOUL CEDEX,+33 3 84 75 82 70,47.6152954,6.1494989,
Tribunal de Commerce de Niort,Rue du Palais B.P. 523 ,79022,NIORT CEDEX,+33 5 49 77 22 50,46.3234112,-0.4662308,
Tribunal de Commerce de Versailles,1 Place André Mignot  ,78011,VERSAILLES CEDEX,+33 1 39 07 16 40,48.8023304,2.131124,
Tribunal de Commerce d'Albi,Place du Palais B.P. 156 ,81005,ALBI CEDEX,+33 5 63 54 00 83,43.9266871,2.1459039,
Tribunal de Commerce d'Amiens,18 rue lamartine 2ème étage BP 40201 ,80002,AMIENS CEDEX 1,+33 3 22 91 43 23,49.894497,2.292914,
Tribunal de Commerce de Toulon,140 Bd Maréchal Leclerc BP 50 ,83041,TOULON CEDEX 9,+33 4 94 18 54 90,43.122934,5.933813,
Tribunal de Commerce de Castres,4 Rue du Palais B.P. 409 ,81108,CASTRES CEDEX,+33 5 63 51 93 00,43.605796,2.23817,
Tribunal de Commerce de Pontoise,3 Rue Victor Hugo  ,95300,PONTOISE,+33 1 34 25 47 60,49.0518084,2.1006419,
Tribunal de Commerce de Créteil,"Immeuble ""Le Pascal""  Hall A 1 Av. du Général de Gaulle ",94049,CRETEIL CEDEX,+33 1 43 99 05 75,48.7912181,2.446104,
Tribunal pour Enfants de Soissons,76 rue Saint-Martin  ,2209,SOISSONS CEDEX,+33 3 23 76 39 39,49.3804223,3.3280404,
Tribunal pour Enfants de Bourg-en-Bresse,3 rue Paul Pioda CF 70252 ,1006,BOURG EN BRESSE CEDEX,+33 4 74 24 19 53,46.2048263,5.2255015,
Tribunal pour Enfants de Grasse,37 Avenue Pierre Semard B.P. 71029 ,6133,GRASSE CEDEX,+33 4 92 60 72 85,43.656694,6.928526,
Tribunal pour Enfants de Moulins,20 Rue de Paris B.P. 1627 ,3016,MOULINS CEDEX,+33 4 70 20 44 60,46.5683737,3.330534,
Tribunal de Grande Instance de Mende,Boulevard Henri Bourillon  ,48000,MENDE,+33 4 66 65 28 11,44.516188,3.49822,
Tribunal de Grande Instance de Reims,Place Myron Herrick  ,51095,REIMS CEDEX,+33 3 26 49 53 51,49.2545811,4.0317319,
Tribunal de Grande Instance de Cherbourg,15 Rue des Tribunaux B.P. 740 ,50107,CHERBOURG OCTEVILLE CEDEX,+33 2 33 01 61 61,49.638055,-1.62321,
Tribunal de Grande Instance de Laval,13 Place Saint Tugal B.P. 81515 ,53015,LAVAL CEDEX,+33 2 43 49 57 00,48.06931,-0.77361,
Tribunal de Grande Instance de Chaumont,Rue du Palais B.P. 2061 ,52903,CHAUMONT CEDEX 9,+33 3 25 32 84 20,48.112727,5.136812,
Tribunal de Grande Instance de Bar-le-Duc,21-25 place Saint-Pierre  ,55014,BAR LE DUC CEDEX,+33 3 29 79 02 95,48.769016,5.159238,
Tribunal de Grande Instance de Nancy,Cité Judiciaire Rue du Général Fabvier ,54035,NANCY CEDEX,+33 3 83 90 85 00,48.6776425,6.1757727,
Tribunal de Grande Instance de Sarreguemines,Place du Général Sibille B.P. 71129 ,57216,SARREGUEMINES CEDEX,+33 3 87 28 31 00,49.108781,7.068461,
Tribunal de Grande Instance de Lorient,1 Rue Maître Esvelin Porte A ,56325,LORIENT CEDEX,+33 2 97 84 12 50,47.744802,-3.363643,
Tribunal de Grande Instance de Beauvais,20 Boulevard Saint-Jean B.P. 325 ,60021,BEAUVAIS CEDEX,+33 3 44 79 60 60,49.429088,2.075929,
Tribunal de Grande Instance de Thionville,Quai Pierre Marchal B.P. 80348 ,57125,THIONVILLE CEDEX,+33 3 82 82 43 50,49.357654,6.169112,
Tribunal de Grande Instance de Pau,Palais de Justice 5 Place de la Libération ,64034,PAU CEDEX,+33 5 59 82 46 15,43.297682,-0.371384,
Tribunal de Grande Instance de Clermont-Ferrand,Palais de Justice 16 Place de l'Etoile ,63033,CLERMONT FERRAND CEDEX 1,+33 4 73 31 77 00,45.779422,3.080691,
Tribunal de Grande Instance de Perpignan,Place Arago B.P. 921 ,66921,PERPIGNAN CEDEX,+33 4 68 51 96 96,42.703347,2.884902,
Tribunal de Grande Instance de Tarbes,Rue du Maréchal Foch  ,65000,TARBES,+33 5 62 51 77 00,43.231872,0.076531,
Tribunal de Grande Instance de Strasbourg,Quai Finkmatt B.P. 1030 ,67070,STRASBOURG CEDEX,+33 3 88 75 27 27,48.587234,7.747288,
Tribunal de Grande Instance de Saverne,7 Rue du Tribunal B.P. 50135 ,67703,SAVERNE CEDEX,+33 3 88 71 61 51,48.74059,7.364851,
Tribunal de Grande Instance de Chalon-sur-Saône,Rue Emiland-Menand  ,71331,CHALON SUR SAONE CEDEX,+33 3 85 93 77 00,46.7846259,4.8536094,
Tribunal de Grande Instance de Mulhouse,21 Avenue Robert Schumann  ,68061,MULHOUSE CEDEX 3,+33 3 89 36 25 00,47.752347,7.342874,
Tribunal de Grande Instance de Rouen,Palais de Justice 1 Place du Maréchal Foch ,76037,ROUEN CEDEX,+33 2 35 52 87 52,49.442231,1.091543,
Tribunal de Grande Instance de Mâcon,Palais de Justice 8 Rue de la Préfecture ,71017,MACON CEDEX,+33 3 85 39 92 00,46.3076337,4.8326325,
Tribunal de Grande Instance de Niort,2 Rue du Palais B.P. 8819 ,79028,NIORT CEDEX,+33 5 49 77 22 50,46.323334,-0.466306,
Tribunal de Grande Instance de Fontainebleau,159 rue Grande  ,77305,FONTAINEBLEAU CEDEX,+33 1 60 71 23 00,48.443691,2.609939,
Tribunal de Grande Instance de Poitiers,10 Place Alphonse Lepetit B.P. 527 ,86020,POITIERS CEDEX,+33 5 49 50 22 00,46.583217,0.341729,
Tribunal de Grande Instance d'Amiens,Palais de Justice 14 Rue Robert de Luzarches ,80027,AMIENS CEDEX 1,+33 3 22 82 35 00,49.893275,2.301079,
Tribunal de Grande Instance d'Evry,9 Rue des Mazières  ,91012,EVRY CEDEX,+33 1 60 76 78 00,48.6297484,2.4309592,
Tribunal de Grande Instance d'Epinal,Place Edmond Henry  ,88026,EPINAL CEDEX,+33 3 29 34 53 53,48.1745814,6.4515713,
Tribunal de Grande Instance de Bobigny,Palais de Justice 173 Av Paul Vaillant Couturier ,93008,BOBIGNY CEDEX,+33 1 48 95 13 93,48.908821,2.450397,
Tribunal de Grande Instance de Nanterre,179-191 Avenue Joliot Curie  ,92020,NANTERRE CEDEX,+33 1 40 97 10 10,48.8970987,2.2176603,
Tribunal pour Enfants de Mulhouse,44 Avenue Robert Schumann  ,68061,MULHOUSE CEDEX 3,+33 3 89 66 10 44,47.7530337,7.3439933,
Tribunal pour Enfants de Perpignan,5 Bd des Pyrénées B.P. 921 ,66921,PERPIGNAN CEDEX,+33 4 68 51 97 40,42.6966749,2.8884076,
Tribunal pour Enfants d'Albi,Place du Palais B.P. 156 ,81005,ALBI CEDEX,+33 5 63 49 49 82,43.9266871,2.1459039,
Tribunal pour Enfants d'Amiens,8 Rue Pierre Dubois  ,80027,AMIENS CEDEX 1,+33 3 22 82 35 00,49.8921893,2.3017157,
Tribunal pour Enfants de Montauban,Place du Coq  ,82013,MONTAUBAN CEDEX,+33 5 63 21 40 00,44.016847,1.353339,
Tribunal pour Enfants de Castres,4 Rue du Palais B.P. 409 ,81108,CASTRES CEDEX,+33 5 63 51 93 00,43.605796,2.23817,
Tribunal pour enfants de Toulon,62 rue du Commissaire Morandin  ,83000,TOULON,+33 4 94 18 90 00,43.125261,5.928351,
Tribunal pour Enfants de Draguignan,Palais de Justice 11 Rue Pierre Clément  B.P. 273 ,83007,DRAGUIGNAN CEDEX,+33 4 94 60 57 00,43.537228,6.447793,
Tribunal pour Enfants de Limoges,Annexe du Palais de Justice 23 Place Winston Churchill ,87031,LIMOGES CEDEX 1,+33 5 55 11 81 50,45.8312905,1.2542406,
Tribunal pour Enfants de La Roche-Sur-Yon,55 Boulevard Aristide Briand B.P. 833 ,85021,LA ROCHE SUR YON CEDEX,+33 2 51 47 61 00,46.6710017,-1.4322826,
Tribunal de Grande Instance de Digne-les-Bains,6 place des Récollets BP 112 ,4000,DIGNE LES BAINS,+33 4 92 31 05 21,44.092,6.239312,
Tribunal de Grande Instance de Soissons,76 Rue Saint-Martin  ,2209,SOISSONS CEDEX,+33 3 23 76 39 39,49.3804223,3.3280404,
Tribunal de Grande Instance de Privas,Cours du Palais  ,7000,PRIVAS,+33 4 75 66 40 00,44.734646,4.60017,
Tribunal de Grande Instance de Gap,Palais de Justice Place Saint-Arnoux     B.P. 77 ,5007,GAP CEDEX,+33 4 92 40 70 00,44.5573985249,6.07751415079,
Tribunal de Grande Instance de Carcassonne,28 Boulevard Jean-Jaurès B.P. 818 ,11012,CARCASSONNE CEDEX,+33 4 68 10 37 37,43.214867,2.354691,
Tribunal de Grande Instance de Troyes,83 Rue du Général de Gaulle  ,10026,TROYES CEDEX,+33 3 25 43 55 70,48.297202,4.069243,
Tribunal de Grande Instance de Saintes,Square Maréchal Foch CS 80324 ,17108,SAINTES CEDEX,+33 5 46 92 72 27,45.747428,-0.633681,
Tribunal de Grande Instance de Narbonne,19 Bld du Général de Gaulle B.P. 810 ,11108,NARBONNE CEDEX,+33 4 34 44 60 60,43.185887,3.009311,
Tribunal de Grande Instance d'Evreux,Palais de Justice 30 Rue Joséphine ,27022,EVREUX CEDEX,+33 2 32 29 55 00,49.023877,1.15966,
Tribunal de Grande Instance de Bourges,8 rue des Arènes  ,18023,BOURGES CEDEX,+33 2 48 68 34 34,47.0849533,2.3929755,
Tribunal de Grande Instance de Brest,32 Rue de Denver B.P. 60123 ,29601,BREST CEDEX 2,+33 2 98 33 78 00,48.384325,-4.485586,
Tribunal de Grande Instance d'Alès,Palais de Justice 3 Place Henri Barbusse ,30107,ALES CEDEX,+33 4 66 56 22 50,44.124222,4.080314,
Tribunal de Grande Instance de Bastia,Rond Point de Moro Giafferi  ,20407,BASTIA CEDEX,+33 4 95 55 23 00,42.7021365,9.4507475,
Tribunal de Grande Instance de Châteauroux,Place Lucien Germereau B.P. 577 ,36019,CHATEAUROUX CEDEX,+33 2 54 60 35 35,46.807167,1.693225,
Tribunal de Grande Instance d'Auch,Allée d'Etigny  ,32008,AUCH CEDEX,+33 5 62 61 67 00,43.64811,0.582501,
Tribunal de Grande Instance de Nantes,19 Quai François Mitterrand  ,44921,NANTES CEDEX 9,+33 2 51 17 95 00,47.2082993,-1.5627272,
Tribunal de Grande Instance du Puy-en-Velay,Place du Breuil CS90335 ,43011,LE PUY EN VELAY CEDEX,+33 4 71 09 05 70,45.042006,3.883505,
Tribunal de Grande Instance de Montargis,84 Rue du Général Leclerc  ,45207,MONTARGIS CEDEX,+33 2 38 87 59 00,47.9988918,2.7297794,
Tribunal de Grande Instance de Saint-Nazaire,77 Rue Albert de Mun B.P. 263 ,44606,ST NAZAIRE CEDEX,+33 2 72 27 30 30,47.278845,-2.214212,
Tribunal de Grande Instance d'Agen,Place Armand Fallières  ,47916,AGEN CEDEX 9,+33 5 53 77 95 00,44.2007546,0.6172994,
Tribunal de Grande Instance de Cahors,Boulevard Léon Gambetta B.P. 289 ,46010,CAHORS CEDEX 9,+33 5 65 23 46 50,44.450094,1.440018,
Tribunal d'Instance d'Alès,Palais de Justice 3 Place Henri Barbusse  BP 157 ,30107,ALES CEDEX,+33 4 66 56 27 50,44.122417,4.094377,
Tribunal d'Instance de Libourne,22 Rue Thiers B.P. 221 ,33506,LIBOURNE CEDEX,+33 5 57 55 36 80,44.913816,-0.244407,
Tribunal d'Instance de Bordeaux,180 Rue Lecocq CS 51029 ,33077,BORDEAUX CEDEX,+33 5 56 79 79 79,44.8319054431,-0.592065592712,
Tribunal d'Instance de Châteauroux,11 rue Paul Louis Courier B.P. 625 ,36000,CHATEAUROUX,+33 2 54 53 03 10,46.80937,1.692057,
Tribunal d'Instance de Sète,17 Rue Lacan  ,34200,SETE,+33 4 67 18 61 00,43.3983972,3.6952403,
Tribunal d'Instance de Vienne,27-31 Rue de Bourgogne B.P. 105 ,38209,VIENNE CEDEX,+33 4 74 59 10 80,45.526061,4.873225,
Tribunal d'Instance de Grenoble,Palais de Justice Place Firmin Gautier  B.P. 130 ,38019,GRENOBLE CEDEX 1,+33 4 38 21 21 21,45.192925,5.727597,
Tribunal d'Instance de Saint-Nazaire,54 Rue de la Paix B.P. 282 ,44616,ST NAZAIRE CEDEX,+33 2 72 27 31 31,47.277669,-2.215712,
Tribunal d'Instance de Nantes,Quai François Mitterrand  ,44922,NANTES CEDEX 9,+33 2 51 17 95 00,47.207549,-1.557124,
Tribunal d'Instance de Cahors,Boulevard Léon Gambetta Square de Verdun ,46000,CAHORS,+33 5 65 23 46 70,44.450094,1.440018,
Tribunal d'Instance de Montargis,84 Rue du Général Leclerc  ,45207,MONTARGIS CEDEX,+33 2 38 85 24 42,47.9988918,2.7297794,
Tribunal d'Instance de Marmande,1 Place des Droits de l'Homme B.P. 321 ,47207,MARMANDE CEDEX,+33 5 53 20 39 32,44.504695,0.173689,
Tribunal d'instance d'Agen,Résidence A. Fallières 14B Rue Diderot ,47000,AGEN,+33 5 53 77 07 90,44.200669,0.616701,
Tribunal d'Instance d'Avranches,36 Rue de Lille  ,50300,AVRANCHES,+33 2 33 58 15 26,48.6883476,-1.3635765,
Tribunal d'Instance de Mende,Boulevard Henri Bourillon  ,48000,MENDE,+33 4 66 49 36 36,44.516188,3.49822,
Tribunal d'Instance de Chaumont,Rue du Palais Bâtiment B     B.P. 2061 ,52903,CHAUMONT CEDEX 9,+33 3 25 35 34 34,48.112727,5.136812,
Tribunal d'Instance de Reims,1 Place Myron Herrick  ,51095,REIMS CEDEX,+33 3 26 49 53 53,49.254484,4.0315076,
Tribunal d'Instance de Nancy,Cité Judiciaire Rue du Gal Fabvier Case Off.27 ,54035,NANCY CEDEX,+33 3 83 90 85 60,48.687251,6.171022,
Tribunal d'Instance de Laval,13 Place Saint Tugal BP 81515 ,53015,LAVAL CEDEX,+33 2 43 59 79 10,48.0693098,-0.7735482,
Tribunal d'Instance de Vannes,22 Bis Place de la République B.P. 504 ,56019,VANNES CEDEX,+33 2 97 43 77 06,47.656336,-2.761394,
Tribunal d'Instance de Lorient,Centre d'affaires la découverte 39 rue de la villeneuve ,56100,LORIENT,+33 2 97 88 28 00,47.75257,-3.378909,
Tribunal d'Instance de Thionville,Moulin Nouviaire 9 Rue Joffre   B.P. 50550 ,57109,THIONVILLE CEDEX,+33 3 82 82 05 40,49.373816,6.140802,
Tribunal d'Instance de Metz,3 Rue Haute Pierre B.P. 41045 ,57036,METZ CEDEX 01,+33 3 87 56 75 00,49.116779,6.171264,
Tribunal d'Instance d'Hazebrouck,Résidence Flandres 16 Rue André Biebuyck  BP 70261 ,59524,HAZEBROUCK CEDEX,+33 3 28 43 87 50,50.732582,2.528169,
Tribunal d'Instance de Dunkerque,16 rue du sud BP 43123 ,59377,DUNKERQUE CEDEX 1,+33 3 28 25 98 20,51.032384,2.377657,
Tribunal d'Instance de Roubaix,45 Rue du Grand Chemin  ,59100,ROUBAIX,+33 3 20 76 98 30,50.6916457,3.1664704,
Tribunal d'Instance de Maubeuge,Parvis de l'Hôtel de Ville place du Dr Forest - BP 40274 ,59607,MAUBEUGE CEDEX,+33 3 27 53 15 20,50.279842,3.96776,
Tribunal d'Instance de Beauvais,20 Boulevard Saint-Jean B.P. 325 ,60021,BEAUVAIS CEDEX,+33 3 44 79 60 40,49.429088,2.075929,
Tribunal d'Instance de Tourcoing,65 Rue de Gand  ,59200,TOURCOING,+33 3 20 76 35 90,50.727771,3.158699,
Tribunal d'Instance de Pau,6 Rue Mourot  ,64034,PAU CEDEX,+33 5 59 82 39 00,43.298738,-0.3714274,
Tribunal d'Instance de Thiers,6 Place Saint-Genés B.P. 204 ,63301,THIERS CEDEX,+33 4 73 80 22 12,45.853192,3.547958,
Tribunal de Grande Instance de Pontoise,3 rue Victor Hugo BP 95220 ,95302,CERGY PONTOISE CEDEX,+33 1 72 58 70 00,49.039049,2.044611,
Tribunal de Grande Instance de Créteil,Rue Pasteur Vallery Radot  ,94011,CRETEIL CEDEX,+33 1 49 81 16 00,48.7836024,2.4423209,
Tribunal de Grande Instance de Pointe-à-Pitre,Place Gourbeyre  ,97110,POINTE A PITRE,+33 5 90 89 69 50,16.2411111,-61.5330556,
Tribunal de Grande Instance de Basse-Terre,4 Boulevard Félix Eboué  ,97100,BASSE TERRE,+33 5 90 80 63 63,16.2681696,-61.5857963,
Tribunal de Grande Instance de Fort-de-France,Palais de Justice 35 Bd du Gal de Gaulle   BP 633 ,97200,FORT DE FRANCE,+33 5 96 48 41 41,14.637392,-61.069045,
Tribunal de Grande Instance de Sarreguemines Chambre Commerciale,Place du Général Sibille B.P. 71129 ,57216,SARREGUEMINES CEDEX,+33 3 87 28 31 00,49.108781,7.068461,
Tribunal de Première Instance de Papeete,42 Avenue Bruat B.P. 4633 ,98714,PAPEETE,+689 41 55 00,-17.5430158023,-149.570898554,
Tribunal d'Instance de Belley,Boulevard du Mail B.P. 137 ,1306,BELLEY CEDEX,+33 4 79 81 23 05,45.7602077,5.6890103,
Tribunal de Grande Instance de Mulhouse  Chambre Commerciale,21 Avenue Robert Schumann  ,68061,MULHOUSE CEDEX 3,+33 3 89 36 25 00,47.752347,7.342874,
Tribunal d'Instance de Soissons,76 Rue Saint-Martin  ,2209,SOISSONS CEDEX,+33 3 23 76 39 39,49.3804223,3.3280404,
Tribunal d'Instance de Nantua,Palais de Justice 4 Place d'Armes   B.P. 27 ,1130,NANTUA,+33 4 74 75 02 42,46.157038,5.603143,
Tribunal d'Instance de Cannes,19 Boulevard Carnot CS 40016 ,6414,CANNES CEDEX,+33 4 92 99 64 50,43.556002,7.016974,
Tribunal d'Instance d'Antibes,60 deuxième avenue quartier Nova Antipolis ,6600,ANTIBES,+33 4 92 90 49 80,43.600695,7.091052,
Tribunal d'Instance de Menton,7 Rue Prato  ,6500,MENTON,+33 4 93 35 74 92,43.7746881,7.498564,
Tribunal d'Instance de Grasse,37 Avenue Pierre Semard B.P. 71029 ,6133,GRASSE CEDEX,+33 4 92 60 74 00,43.656694,6.928526,
Tribunal d'Instance de Saint-Girons,Château  Vicomtes du Couserans rue Renée Dejean B.P. 70 112 ,9201,ST GIRONS CEDEX,+33 5 61 66 01 34,42.9864603,1.14405,
Tribunal d'Instance de Privas,1 Bd des Mobiles B.P.728 ,7007,PRIVAS CEDEX,+33 4 75 66 05 20,44.735415,4.601421,
Tribunal d'Instance de Carcassonne,28 Boulevard Jean-Jaurès B.P. 818 ,11012,CARCASSONNE CEDEX,+33 4 68 10 37 38,43.214867,2.354691,
Tribunal d'Instance de Troyes,85 Rue du Général de Gaulle B.P. 384 ,10026,TROYES CEDEX,+33 3 25 43 56 10,48.297203,4.069243,
